license_id,location_key
1215993-DCA,8004 BAXTER AVE ELMHURST NY 11373 (Queens)
2115649-DCWP,9528 131ST ST SOUTH RICHMOND HILL NY 11419 (Queens)
1197756-DCA,1930 W 11TH ST BROOKLYN NY 11223 (Brooklyn)
2103471-DCA,13338 SANFORD AVENUE FLUSHING NY 11355 (Queens)
1284122-DCA,2820 TIEMANN AVE BRONX NY 10469 (Bronx)
1310258-DCA,8063 GRENFELL ST KEW GARDENS NY 11415 (Queens)
2115012-DCA,11510 QUEENS BLVD FOREST HILLS NY 11375 (Queens)
1159442-DCA,211 OLYMPIA BOULEVARD STATEN ISLAND NY 10305 (Staten Island)
2014186-DCA,68 CONWAY ST BROOKLYN NY 11207 (Brooklyn)
1450195-DCA,8318 CORNISH AVE ELMHURST NY 11373 (Queens)
2098782-DCA,450 7TH AVE APT 503 NEW YORK NY 10123 (Manhattan)
1261751-DCA,1667 EAST   51 STREET BROOKLYN NY 11234 (Brooklyn)
1465398-DCA,6535 GRAND AVE MASPETH NY 11378 (Queens)
1469173-DCA,12508 25TH AVE COLLEGE POINT NY 11356 (Queens)
2062213-DCA,350 DOUGLASS ST BROOKLYN NY 11217 (Brooklyn)
2105664-DCA,6915 228TH ST APT 1 OAKLAND GARDENS NY 11364 (Queens)
2111698-DCA,1910 BLEECKER ST RIDGEWOOD NY 11385 (Queens)
2101253-DCA,439 E 42ND ST BROOKLYN NY 11203 (Brooklyn)
2104017-DCA,782 PELHAM PKWY APT B10 BRONX NY 10462 (Bronx)
2003432-DCA,220 E 42ND ST APT 29 NEW YORK NY 10017 (Manhattan)
1317703-DCA,3512 CAMBRIDGE AVE BRONX NY 10463 (Bronx)
1333443-DCA,7109 163 STREET FLUSHING NY 11365 (Queens)
1389878-DCA,194 SACKMAN ST BROOKLYN NY 11212 (Brooklyn)
2089343-DCA,4004 CLEARVIEW EXPY BAYSIDE NY 11361 (Queens)
2093502-DCA,8 WEST   25 STREET NEW YORK NY 10010 (Manhattan)
1220285-DCA,54 REGIS DR STATEN ISLAND NY 10314 (Staten Island)
2063661-DCA,12935 131ST ST SOUTH OZONE PARK NY 11420 (Queens)
2003995-DCA,4353 GRACE AVE BRONX NY 10466 (Bronx)
1385515-DCA,5369 69 STREET APT E MASPETH NY 11378 (Queens)
2110203-DCA,1909 21ST AVE APT 1C ASTORIA NY 11105 (Queens)
2097381-DCA,251 EAST    5 STREET BROOKLYN NY 11218 (Brooklyn)
2098108-DCA,5 WHITE ST APT 4B NEW YORK NY 10013 (Manhattan)
1318856-DCA,2441 HUMPHREYS STREET APT 1 EAST ELMHURST NY 11369 (Queens)
2098667-DCA,13311 135TH AVE SOUTH OZONE PARK NY 11420 (Queens)
0948205-DCA,130 WEST   28 STREET NEW YORK NY 10001 (Manhattan)
2071183-DCA,2070 BATH AVENUE BROOKLYN NY 11214 (Brooklyn)
2128573-DCWP,363 W 16TH ST NEW YORK NY 10011 (Manhattan)
2099205-DCA,92 DAVIDSON ST STATEN ISLAND NY 10303 (Staten Island)
1388583-DCA,6723 61ST DR MIDDLE VILLAGE NY 11379 (Queens)
1395724-DCA,91 CHAUNCEY ST BROOKLYN NY 11233 (Brooklyn)
0818933-DCA,121 WHITMAN DR BROOKLYN NY 11234 (Brooklyn)
1307096-DCA,2175 2ND AVE NEW YORK NY 10029 (Manhattan)
2112850-DCA,6017 BLEECKER STREET RIDGEWOOD NY 11385 (Queens)
1266047-DCA,13840 226TH ST LAURELTON NY 11413 (Queens)
2097979-DCA,2211 65 STREET APT C BROOKLYN NY 11204 (Brooklyn)
1281471-DCA,1129 BRIGHTON BEACH AVE BROOKLYN NY 11235 (Brooklyn)
2126373-DCWP,683 KNICKERBOCKER AVE BROOKLYN NY 11221 (Brooklyn)
0698893-DCA,15011 94TH AVE JAMAICA NY 11433 (Queens)
2039846-DCA,147 W 230TH ST APT 1K BRONX NY 10463 (Bronx)
2000960-DCA,9004 182ND ST HOLLIS NY 11423 (Queens)
2129995-DCWP,529 PRESIDENT ST BROOKLYN NY 11215 (Brooklyn)
2108203-DCA,787 11TH AVE NEW YORK NY 10019 (Manhattan)
2006667-DCA,82 RUTGERS SLIP APT 18G NEW YORK NY 10002 (Manhattan)
2124797-DCWP,8233 BROADWAY ELMHURST NY 11373 (Queens)
1194354-DCA,1639 MCDONALD AVE BROOKLYN NY 11230 (Brooklyn)
2086185-DCA,1245 STRATFORD AVE APT B11 BRONX NY 10472 (Bronx)
2091146-DCA,82 BRIGHTON   11 STREET BROOKLYN NY 11235 (Brooklyn)
1471225-DCA,2847 44TH ST ASTORIA NY 11103 (Queens)
1022841-DCA,207 DARLINGTON AVE STATEN ISLAND NY 10312 (Staten Island)
2100149-DCA,180 MANSION AVE STATEN ISLAND NY 10308 (Staten Island)
1257678-DCA,1074 CONEY ISLAND AVE BROOKLYN NY 11230 (Brooklyn)
2103738-DCA,1923 MCDONALD AVENUE APT 112 BROOKLYN NY 11223 (Brooklyn)
1211427-DCA,2201 NEPTUNE AVE APT 1 BROOKLYN NY 11224 (Brooklyn)
2068599-DCA,75 FORT WASHINGTON AVE APT 32 NEW YORK NY 10032 (Manhattan)
2126337-DCWP,501 OCEAN VIEW AVE BROOKLYN NY 11235 (Brooklyn)
2118494-DCWP,19022 99TH AVE HOLLIS NY 11423 (Queens)
2126937-DCWP,1019 FLATBUSH AVE BROOKLYN NY 11226 (Brooklyn)
2044692-DCA,708 3 AVENUE APT 6TH NEW YORK NY 10017 (Manhattan)
2014839-DCA,420C E 111TH ST NEW YORK NY 10029 (Manhattan)
2126336-DCWP,4202 5TH AVE BROOKLYN NY 11232 (Brooklyn)
2062487-DCA,5 TACOMA ST STATEN ISLAND NY 10304 (Staten Island)
2102855-DCA,423 JERSEY ST STATEN ISLAND NY 10301 (Staten Island)
0859623-DCA,15046 10TH AVE WHITESTONE NY 11357 (Queens)
1261667-DCA,2139 57TH ST BROOKLYN NY 11204 (Brooklyn)
2102212-DCA,477 FDR DR APT 1504M NEW YORK NY 10002 (Manhattan)
2129126-DCWP,318 W 51ST ST NEW YORK NY 10019 (Manhattan)
2106822-DCA,7723 66TH RD MIDDLE VILLAGE NY 11379 (Queens)
1407792-DCA,8640 122 STREET RICHMOND HILL NY 11418 (Queens)
2113307-DCA,2808 E 28TH ST BROOKLYN NY 11235 (Brooklyn)
2019538-DCA,8460 86TH AVE WOODHAVEN NY 11421 (Queens)
1348514-DCA,86 E MACON AVE STATEN ISLAND NY 10308 (Staten Island)
2088955-DCA,24016 70TH AVE APT 2 DOUGLASTON NY 11362 (Queens)
2117830-DCWP,14 WALL ST APT 2 NEW YORK NY 10005 (Manhattan)
1234196-DCA,136 E 34TH ST NEW YORK NY 10016 (Manhattan)
2098853-2-DCA,78 W 183RD ST BRONX NY 10453 (Bronx)
2039392-DCA,7153 70 STREET GLENDALE NY 11385 (Queens)
2010905-DCA,7819 LANGDALE ST NEW HYDE PARK NY 11040 (Queens)
1405033-DCA,9201 DITMAS AVE BROOKLYN NY 11236 (Brooklyn)
2101818-DCA,19318 37TH AVE FLUSHING NY 11358 (Queens)
2101737-DCA,2860 31 STREET ASTORIA NY 11102 (Queens)
2120937-DCWP,548 NEW YORK AVE BROOKLYN NY 11225 (Brooklyn)
2100051-DCA,6906 ROOSEVELT AVENUE APT 2 WOODSIDE NY 11377 (Queens)
2082988-DCA,564 E 3RD ST APT 3D BROOKLYN NY 11218 (Brooklyn)
2023794-DCA,25 CLOVERDALE AVE STATEN ISLAND NY 10308 (Staten Island)
2104926-DCA,1995 3 AVENUE NEW YORK NY 10029 (Manhattan)
2123480-DCWP,14416 ROCKAWAY BLVD JAMAICA NY 11436 (Queens)
2101329-DCA,603 E 94TH ST APT 4D BROOKLYN NY 11236 (Brooklyn)
2110597-2-DCA,8233 BROADWAY ELMHURST NY 11373 (Queens)
2110441-DCA,201 MURRAY ST NEW YORK NY 10282 (Manhattan)
2125973-DCWP,100 WILLOUGHBY ST BROOKLYN NY 11201 (Brooklyn)
2128332-DCWP,15 W 45TH ST NEW YORK NY 10036 (Manhattan)
2123821-DCWP,519 8TH AVE APT 7N NEW YORK NY 10018 (Manhattan)
1154994-DCA,43 FINGERBOARD RD STATEN ISLAND NY 10305 (Staten Island)
2024397-DCA,34 CARREAU AVE STATEN ISLAND NY 10314 (Staten Island)
1275548-DCA,15 REEVE PL BROOKLYN NY 11218 (Brooklyn)
2099775-DCA,5938 MYRTLE AVE RIDGEWOOD NY 11385 (Queens)
2087135-DCA,1560 MAYFLOWER AVE APT 2R BRONX NY 10461 (Bronx)
2127862-DCWP,2900 BRIGGS AVE BRONX NY 10458 (Bronx)
2001124-DCA,15516 99TH ST HOWARD BEACH NY 11414 (Queens)
2006880-DCA,2157 BORDEN AVE LONG ISLAND CITY NY 11101 (Queens)
1332268-DCA,212 BEACH 141ST ST ROCKAWAY PARK NY 11694 (Queens)
2079414-DCA,2917 WILSON AVE APT 2 BRONX NY 10469 (Bronx)
2126438-DCWP,2077 STEINWAY ST ASTORIA NY 11105 (Queens)
1079348-DCA,638 EAST  169 STREET BRONX NY 10456 (Bronx)
2127718-DCWP,3275 STEINWAY ST APT 214 ASTORIA NY 11103 (Queens)
2004602-DCA,9627 95TH AVE OZONE PARK NY 11416 (Queens)
2126331-DCWP,10340 107TH ST OZONE PARK NY 11417 (Queens)
2035885-DCA,1568 150TH PL WHITESTONE NY 11357 (Queens)
2088283-2-DCA,1929 AVENUE U BROOKLYN NY 11229 (Brooklyn)
1065416-DCA,121 LOUISA STREET APT 2 BROOKLYN NY 11218 (Brooklyn)
2108023-DCA,1519 AVENUE J BROOKLYN NY 11230 (Brooklyn)
2064250-2-DCA,2454 EASTCHESTER RD BRONX NY 10469 (Bronx)
2125052-DCWP,330 ELTINGVILLE BLVD STATEN ISLAND NY 10312 (Staten Island)
1469877-DCA,202 1 AVENUE NEW YORK NY 10009 (Manhattan)
1337708-DCA,1404 AVENUE U BROOKLYN NY 11229 (Brooklyn)
2104161-DCA,8126 BAY 16TH ST APT 1B BROOKLYN NY 11214 (Brooklyn)
1273537-DCA,401 WEST   14 STREET NEW YORK NY 10014 (Manhattan)
1195266-DCA,152 WATCHOGUE ROAD STATEN ISLAND NY 10314 (Staten Island)
2097928-DCA,169 PORT RICHMOND AVE STATEN ISLAND NY 10302 (Staten Island)
2097698-DCA,163 COURT ST BROOKLYN NY 11201 (Brooklyn)
2130326-DCWP,659 2ND AVE NEW YORK NY 10016 (Manhattan)
1374152-DCA,3004 BROADWAY ASTORIA NY 11106 (Queens)
2059179-DCA,226 MOTHER GASTON BLVD BROOKLYN NY 11233 (Brooklyn)
2128017-DCWP,5209 31ST PL LONG ISLAND CITY NY 11101 (Queens)
2128735-DCWP,299 MADISON AVE NEW YORK NY 10017 (Manhattan)
2114977-DCA,20 W 47TH ST APT 203 NEW YORK NY 10036 (Manhattan)
2077622-DCA,8902 165TH ST APT J01 JAMAICA NY 11432 (Queens)
2129910-DCWP,4127 MAIN ST FLUSHING NY 11355 (Queens)
2111126-DCA,129 EAST FORDHAM ROAD BRONX NY 10468 (Bronx)
2129996-DCWP,60 COURT ST APT C1 BROOKLYN NY 11201 (Brooklyn)
0987200-DCA,6302 16TH AVE BROOKLYN NY 11204 (Brooklyn)
2126388-DCWP,8413 5TH AVE BROOKLYN NY 11209 (Brooklyn)
2112802-DCA,14463 35TH AVE APT 6K FLUSHING NY 11354 (Queens)
2064045-DCA,803 BROADWAY NEW YORK NY 10003 (Manhattan)
2126809-DCWP,2100 SCHENECTADY AVE BROOKLYN NY 11234 (Brooklyn)
2086665-DCA,100 PARK AVE APT 1600 NEW YORK NY 10017 (Manhattan)
2128316-DCWP,425 PARK AVE NEW YORK NY 10022 (Manhattan)
2067180-DCA,56 WEST   47 STREET NEW YORK NY 10036 (Manhattan)
2118639-DCWP,14661 TUSKEGEE AIRMEN WAY JAMAICA NY 11435 (Queens)
1413776-DCA,12748 WILLETS POINT BLVD CORONA NY 11368 (Queens)
2120442-DCWP,1115 CYPRESS AVE RIDGEWOOD NY 11385 (Queens)
2129764-DCWP,505 W 181ST ST NEW YORK NY 10033 (Manhattan)
1415805-DCA,1672 MCDONALD AVE BROOKLYN NY 11230 (Brooklyn)
2127746-DCWP,446 CONEY ISLAND AVE BROOKLYN NY 11218 (Brooklyn)
2120393-DCWP,714 MANHATTAN AVE BROOKLYN NY 11222 (Brooklyn)
2127928-DCWP,1730 LEXINGTON AVE NEW YORK NY 10029 (Manhattan)
2126364-DCWP,2 SAINT MARKS PL NEW YORK NY 10003 (Manhattan)
2104759-DCA,4123 CRESCENT STREET LONG IS CITY NY 11101 (Queens)
2104754-DCA,5741 59TH ST MASPETH NY 11378 (Queens)
1328018-DCA,409 E GUN HILL RD BRONX NY 10467 (Bronx)
1231718-DCA,2910 NOSTRAND AVE APT 1D BROOKLYN NY 11229 (Brooklyn)
1063883-DCA,1A MERCER ST NEW YORK NY 10013 (Manhattan)
2128445-DCWP,919 E 163RD ST BRONX NY 10459 (Bronx)
2062642-DCA,2578 BROADWAY NEW YORK NY 10025 (Manhattan)
2006622-DCA,1065 BROADWAY BROOKLYN NY 11221 (Brooklyn)
1144912-DCA,4705 AVENUE D BROOKLYN NY 11203 (Brooklyn)
1186177-DCA,8801 QUEENS BOULEVARD ELMHURST NY 11373 (Queens)
2129745-DCWP,4325 PARK AVE BRONX NY 10457 (Bronx)
2063413-DCA,2756 ATLANTIC AVE BROOKLYN NY 11207 (Brooklyn)
1383520-DCA,2486 CONEY ISLAND AVE BROOKLYN NY 11223 (Brooklyn)
2097258-DCA,344 GREENE AVENUE BROOKLYN NY 11238 (Brooklyn)
2105477-DCA,10409 MERRICK BLVD APT C JAMAICA NY 11433 (Queens)
2129854-DCWP,4018 BELL BLVD BAYSIDE NY 11361 (Queens)
1382340-DCA,230 FLATBUSH AVENUE BROOKLYN NY 11217 (Brooklyn)
2022568-DCA,719 E TREMONT AVE BRONX NY 10457 (Bronx)
2109968-DCA,5502 BROADWAY WOODSIDE NY 11377 (Queens)
2078688-DCA,3769 JUNCTION BOULEVARD CORONA NY 11368 (Queens)
2129823-DCWP,1122 SOUTHERN BLVD BRONX NY 10459 (Bronx)
2118168-DCWP,2955 NOSTRAND AVE BROOKLYN NY 11229 (Brooklyn)
2092250-DCA,33 35 STREET BROOKLYN NY 11232 (Brooklyn)
1349501-DCA,5450 MYRTLE AVE RIDGEWOOD NY 11385 (Queens)
2076495-DCA,400 WEST   59 STREET NEW YORK NY 10019 (Manhattan)
1373457-DCA,1551 SAINT NICHOLAS AVE NEW YORK NY 10040 (Manhattan)
2032702-DCA,5705 QUEENS BLVD WOODSIDE NY 11377 (Queens)
1120146-DCA,169 2ND AVE BROOKLYN NY 11215 (Brooklyn)
2070477-DCA,39 AVENUE A NEW YORK NY 10009 (Manhattan)
2096824-DCA,1141 LIBERTY AVE BROOKLYN NY 11208 (Brooklyn)
1262889-DCA,15605 ROCKAWAY BLVD JAMAICA NY 11434 (Queens)
2092870-DCA,9901 98 STREET APT 1 OZONE PARK NY 11416 (Queens)
1312589-DCA,2738 NOSTRAND AVE BROOKLYN NY 11210 (Brooklyn)
2125666-DCWP,1581 SAINT NICHOLAS AVE NEW YORK NY 10040 (Manhattan)
1223644-DCA,62 W 47TH ST APT 206B NEW YORK NY 10036 (Manhattan)
2116199-DCWP,2475 FREDERICK DOUGLASS BLVD NEW YORK NY 10027 (Manhattan)
1232320-DCA,15605 ROCKAWAY BLVD JAMAICA NY 11434 (Queens)
2082030-DCA,13434 CROSSBAY BLVD OZONE PARK NY 11417 (Queens)
2104050-DCA,350 WEST   37 STREET NEW YORK NY 10018 (Manhattan)
1343693-DCA,2336 82 STREET BROOKLYN NY 11214 (Brooklyn)
1222682-DCA,704 CRESCENT STREET APT 1 BROOKLYN NY 11208 (Brooklyn)
1301268-DCA,1623 KINGS HWY BROOKLYN NY 11229 (Brooklyn)
2119021-DCWP,11106 LIBERTY AVE SOUTH RICHMOND HILL NY 11419 (Queens)
2105757-DCA,743 EAST 58 STREET APT 1 BROOKLYN NY 11234 (Brooklyn)
1223432-DCA,6713 18 AVENUE BROOKLYN NY 11204 (Brooklyn)
2062754-2-DCA,5904 55TH DR MASPETH NY 11378 (Queens)
1402668-DCA,713 4TH AVE BROOKLYN NY 11232 (Brooklyn)
1175183-DCA,20955 111TH RD QUEENS VILLAGE NY 11429 (Queens)
2083986-DCA,9604 NORTHERN BLVD FLUSHING NY 11368 (Queens)
1191721-DCA,99 LAKEVILLE ROAD NEW HYDE PARK NY 11040 (Queens)
1001704-DCA,373 MILL RD STATEN ISLAND NY 10306 (Staten Island)
2097097-DCA,5504 5TH AVE BROOKLYN NY 11220 (Brooklyn)
2098219-DCA,733 E 51ST ST BROOKLYN NY 11203 (Brooklyn)
2123591-DCWP,145 E GUN HILL RD BRONX NY 10467 (Bronx)
2053738-DCA,1464 86TH ST APT 2 BROOKLYN NY 11228 (Brooklyn)
2095077-DCA,1144 VAN NEST AVENUE APT 3 BRONX NY 10461 (Bronx)
2130679-DCWP,181 ARBUTUS AVE APT 1 STATEN ISLAND NY 10312 (Staten Island)
1157940-DCA,11542 209TH ST CAMBRIA HTS NY 11411 (Queens)
1259809-DCA,8726 125TH ST RICHMOND HILL NY 11418 (Queens)
0835332-DCA,5752 49 STREET MASPETH NY 11378 (Queens)
2123850-DCWP,2119 E 15TH ST BROOKLYN NY 11229 (Brooklyn)
2099295-DCA,338 PROSPECT PL APT A BROOKLYN NY 11238 (Brooklyn)
2114778-DCA,9317 112TH ST RICHMOND HILL NY 11418 (Queens)
2001574-DCA,7126 169TH ST FRESH MEADOWS NY 11365 (Queens)
2103289-DCA,520 W 27TH ST APT 302 NEW YORK NY 10001 (Manhattan)
2127982-DCWP,5315 QUEENS BLVD WOODSIDE NY 11377 (Queens)
1307220-DCA,1060 MCDONALD AVENUE BROOKLYN NY 11230 (Brooklyn)
1385186-DCA,814 53RD ST BROOKLYN NY 11220 (Brooklyn)
1305684-DCA,4229A BROADWAY NEW YORK NY 10033-3707 (Manhattan)
1244857-DCA,688 HENRY ST BROOKLYN NY 11231 (Brooklyn)
2092318-DCA,1461 SAINT NICHOLAS AVENUE NEW YORK NY 10033 (Manhattan)
2081417-DCA,11714 QUEENS BLVD APT 2 FOREST HILLS NY 11375 (Queens)
1389742-DCA,25 PLAZA ST WEST APT B BROOKLYN NY 11217 (Brooklyn)
1416501-DCA,116 NOSTRAND AVE BROOKLYN NY 11205 (Brooklyn)
0813760-DCA,412 ASHLAND AVENUE STATEN ISLAND NY 10309 (Staten Island)
2123709-DCWP,13210 111TH AVE SOUTH OZONE PARK NY 11420 (Queens)
2085137-DCA,242 E 19TH ST APT 12C NEW YORK NY 10003 (Manhattan)
2129528-DCWP,17133 109TH AVE JAMAICA NY 11433 (Queens)
2089191-DCA,2612 BROADWAY NEW YORK NY 10025 (Manhattan)
2126455-DCWP,3539 33RD ST APT 2R ASTORIA NY 11106 (Queens)
2070549-DCA,8804 199 STREET HOLLIS NY 11423 (Queens)
2119387-DCWP,4005 HAMPTON ST APT 302 ELMHURST NY 11373 (Queens)
2022442-DCA,4601 HENRY HUDSON PKWY APT C2 BRONX NY 10471 (Bronx)
1440402-DCA,929 119 STREET COLLEGE POINT NY 11356 (Queens)
2094745-DCA,199 20TH ST BROOKLYN NY 11232 (Brooklyn)
2122314-DCWP,1133 BROADWAY APT 301 NEW YORK NY 10010 (Manhattan)
0850178-DCA,978 LEXINGTON AVE NEW YORK NY 10021 (Manhattan)
2053972-DCA,815 AVENUE H BROOKLYN NY 11230 (Brooklyn)
1468875-DCA,3440 97TH ST CORONA NY 11368 (Queens)
1377108-DCA,5224 65 PLACE MASPETH NY 11378 (Queens)
1058037-DCA,143 W 119TH ST APT 2A NEW YORK NY 10026 (Manhattan)
1318746-DCA,41 WEST   25 STREET NEW YORK NY 10010 (Manhattan)
1336729-DCA,10508 NORTHERN BLVD CORONA NY 11368 (Queens)
1445256-DCA,1683 UTICA AVE BROOKLYN NY 11234 (Brooklyn)
2082715-DCA,30 TAUNTON STREET STATEN ISLAND NY 10306 (Staten Island)
2107165-DCA,8513 60TH RD MIDDLE VLG NY 11379 (Queens)
1454453-DCA,1 UNIVERSITY PL APT 20A NEW YORK NY 10003 (Manhattan)
2066970-DCA,932 RHINELANDER AVE BRONX NY 10462 (Bronx)
2129338-1-DCWP,3276 JEROME AVE BRONX NY 10468 (Bronx)
1417943-DCA,1352 WHITE PLAINS RD BRONX NY 10462 (Bronx)
2129334-DCWP,191 DOUGLASS ST BROOKLYN NY 11217 (Brooklyn)
1333028-DCA,34 MORTON ST APT A NEW YORK NY 10014 (Manhattan)
0857117-DCA,547 EUCLID AVENUE BROOKLYN NY 11208 (Brooklyn)
2112649-DCA,5916 WOODSIDE AVE APT 1N WOODSIDE NY 11377 (Queens)
2119407-DCWP,15 W 47TH ST NEW YORK NY 10036 (Manhattan)
2109786-DCA,1825 CONEY ISLAND AVENUE BROOKLYN NY 11230 (Brooklyn)
1242224-DCA,1747 JEROME AVE BRONX NY 10453 (Bronx)
1418088-DCA,7802 21ST AVE APT 3C BROOKLYN NY 11214 (Brooklyn)
1322769-DCA,40 EAST   45 STREET NEW YORK NY 10017 (Manhattan)
2070847-DCA,10822 72ND AVE APT 3B FOREST HILLS NY 11375 (Queens)
2097887-DCA,7712 269TH ST NEW HYDE PARK NY 11040 (Queens)
2119768-DCWP,777 ELTON AVE BRONX NY 10451 (Bronx)
1270078-DCA,238 IONIA AVE STATEN ISLAND NY 10312 (Staten Island)
2042838-DCA,583 E 5TH ST BROOKLYN NY 11218 (Brooklyn)
2047233-DCA,47 W 29TH ST NEW YORK NY 10001 (Manhattan)
1030045-DCA,50 BATTERY PL NEW YORK NY 10280 (Manhattan)
2110634-DCA,10508 CROSSBAY BLVD OZONE PARK NY 11417 (Queens)
2128673-DCWP,2969 ATLANTIC AVE BROOKLYN NY 11208 (Brooklyn)
2033974-DCA,2162 HENDRICKSON STREET BROOKLYN NY 11234 (Brooklyn)
2100109-DCA,932 RHINELANDER AVE BRONX NY 10462 (Bronx)
2049305-DCA,381 E FORDHAM RD BRONX NY 10458 (Bronx)
2122801-DCWP,196 N 9TH ST BROOKLYN NY 11211 (Brooklyn)
2116147-1-DCWP,814 10 AVENUE NEW YORK NY 10019 (Manhattan)
2097683-DCA,9725 QUEENS BLVD REGO PARK NY 11374 (Queens)
1132088-DCA,109 BAY   37 STREET BROOKLYN NY 11214 (Brooklyn)
2064639-2-DCA,239 9TH ST BROOKLYN NY 11215 (Brooklyn)
1370856-DCA,41 WEST   25 STREET NEW YORK NY 10010 (Manhattan)
0919087-DCA,1951 68 STREET BROOKLYN NY 11204 (Brooklyn)
2025598-DCA,8820 170TH ST JAMAICA NY 11432 (Queens)
1429435-DCA,316 MANHATTAN STREET STATEN ISLAND NY 10307 (Staten Island)
2102606-DCA,407 PINE STREET BROOKLYN NY 11208 (Brooklyn)
1266850-DCA,3124 32ND ST ASTORIA NY 11106 (Queens)
2064529-DCA,70 W 86TH ST NEW YORK NY 10024 (Manhattan)
1107352-DCA,8902 165 STREET JAMAICA NY 11432 (Queens)
2127787-DCWP,250 VESEY ST NEW YORK NY 10281 (Manhattan)
2123619-DCWP,243 PEARL ST NEW YORK NY 10038 (Manhattan)
1462139-DCA,553 E 2ND ST APT 14 BROOKLYN NY 11218 (Brooklyn)
1459004-DCA,3056 OTIS AVE BRONX NY 10465 (Bronx)
2048873-DCA,2475 TIEBOUT AVE APT A22 BRONX NY 10458 (Bronx)
2032738-DCA,25 W 14TH ST NEW YORK NY 10011 (Manhattan)
1437135-DCA,7608 20TH AVE BROOKLYN NY 11214 (Brooklyn)
2126385-DCWP,101 ELLIS ST APT 12 STATEN ISLAND NY 10307 (Staten Island)
2122976-DCWP,29 GARLAND CT BROOKLYN NY 11229 (Brooklyn)
2047858-DCA,330 E 38TH ST APT 12K NEW YORK NY 10016 (Manhattan)
2097623-DCA,88 CHURCH AVENUE APT 2 BROOKLYN NY 11218 (Brooklyn)
1238499-DCA,229 46TH ST BROOKLYN NY 11220 (Brooklyn)
2128200-DCWP,1314 SAINT NICHOLAS AVE NEW YORK NY 10033 (Manhattan)
2089678-2-DCA,24115 HILLSIDE AVE BELLEROSE NY 11426 (Queens)
2111475-DCA,2286 SEDGWICK AVE APT 3 BRONX NY 10468 (Bronx)
2081991-DCA,2053 47TH ST ASTORIA NY 11105 (Queens)
2030434-DCA,2348 E 2ND ST APT 2 BROOKLYN NY 11223 (Brooklyn)
2128400-DCWP,6324 BAY PKWY BROOKLYN NY 11204 (Brooklyn)
2126435-DCWP,3461 JUNCTION BLVD FLUSHING NY 11372 (Queens)
1434771-DCA,8138 BAXTER AVENUE ELMHURST NY 11373 (Queens)
2129708-DCWP,3912 29TH ST LONG ISLAND CITY NY 11101 (Queens)
2129706-1-DCWP,903 MANHATTAN AVE BROOKLYN NY 11222 (Brooklyn)
2129714-DCWP,1440 E 222ND ST BRONX NY 10469 (Bronx)
1350311-DCA,65 ALLEN ST NEW YORK NY 10002 (Manhattan)
1312188-DCA,8015 246TH ST BELLEROSE NY 11426 (Queens)
2078698-DCA,2123 DAVIDSON AVE BRONX NY 10453 (Bronx)
1382290-DCA,526 MIDLAND AVE STATEN ISLAND NY 10306 (Staten Island)
2045937-DCA,1771 E 46TH ST BROOKLYN NY 11234 (Brooklyn)
2101445-DCA,110 EAST   57 STREET NEW YORK NY 10022 (Manhattan)
1227603-DCA,8574 114TH ST RICHMOND HILL NY 11418 (Queens)
1355009-DCA,802 11TH AVE NEW YORK NY 10019 (Manhattan)
2129486-DCWP,538 W 38TH ST NEW YORK NY 10018 (Manhattan)
1405493-DCA,2611 150TH ST FLUSHING NY 11354 (Queens)
1396148-DCA,369 CROWN AVE STATEN ISLAND NY 10312 (Staten Island)
1336782-DCA,15075 116 ROAD JAMAICA NY 11434 (Queens)
2118702-DCWP,19506 111TH AVE SAINT ALBANS NY 11412 (Queens)
2059847-DCA,200 BAYCHESTER AVENUE BRONX NY 10475 (Bronx)
1401670-DCA,1122 WASHINGTON AVE BRONX NY 10456 (Bronx)
1410327-DCA,310 NEW DORP LN STATEN ISLAND NY 10306 (Staten Island)
0962289-DCA,533 EUCLID AVE BROOKLYN NY 11208 (Brooklyn)
2000982-DCA,948 SOUTHERN BLVD BRONX NY 10459 (Bronx)
2073755-DCA,241 HART BLVD STATEN ISLAND NY 10301 (Staten Island)
2091318-DCA,350 CABRINI BLVD APT 5K NEW YORK NY 10040 (Manhattan)
0889432-DCA,21 TOTTENVILLE PL STATEN ISLAND NY 10307 (Staten Island)
2054752-DCA,103-10 QUEENS BOULEVARD FOREST HILLS NY 11375 (Queens)
2086490-DCA,73 W 55TH ST NEW YORK NY 10019 (Manhattan)
2103627-DCA,455 DUMONT AVE BROOKLYN NY 11212 (Brooklyn)
2103607-DCA,3039 TIBBETT AVE BRONX NY 10463 (Bronx)
2107775-DCA,160 W 75TH ST APT B NEW YORK NY 10023 (Manhattan)
2051913-DCA,2127 STEINWAY ST ASTORIA NY 11105 (Queens)
0915214-DCA,6501 GRAND AVE MASPETH NY 11378 (Queens)
1357367-DCA,353 W 48TH ST APT GROUND NEW YORK NY 10036 (Manhattan)
2030960-DCA,244 MADISON AVENUE APT 270 NEW YORK NY 10016 (Manhattan)
2129846-DCWP,13763 70TH AVE FLUSHING NY 11367 (Queens)
2105778-DCA,11408 JAMES CT JAMAICA NY 11434 (Queens)
2130861-DCWP,3800 E TREMONT AVE APT 4 BRONX NY 10465 (Bronx)
2087245-DCA,2 DODWORTH ST BROOKLYN NY 11221 (Brooklyn)
2129751-1-DCWP,672 6TH AVE BROOKLYN NY 11215 (Brooklyn)
