license_id,location_key
2096866-DCA,96 GREENWICH AVE NEW YORK NY 10011 (Manhattan)
1184438-DCA,10 LIBERTY STREET NEW YORK NY 10005 (Manhattan)
1266472-DCA,3027 GREENPOINT AVE LONG ISLAND CITY NY 11101 (Queens)
2125241-DCWP,3008 36TH ST ASTORIA NY 11103 (Queens)
1340562-DCA,121 E 184TH ST BRONX NY 10468 (Bronx)
2111232-DCA,160 E 170TH ST BRONX NY 10452 (Bronx)
0853426-DCA,560 4 AVENUE BROOKLYN NY 11215 (Brooklyn)
2124475-DCWP,7613 MYRTLE AVE GLENDALE NY 11385 (Queens)
1246971-DCA,125 WEST TREMONT AVENUE BRONX NY 10453 (Bronx)
2094839-DCA,33 WEST   47 STREET NEW YORK NY 10036 (Manhattan)
1305122-DCA,14431 FARMERS BLVD JAMAICA NY 11434 (Queens)
2128286-DCWP,1100 SOUTH AVE STATEN ISLAND NY 10314 (Staten Island)
2128729-DCWP,21 W 37TH ST NEW YORK NY 10018 (Manhattan)
2098314-DCA,1515 BROADWAY NEW YORK OUTSIDE USA 10036 (Manhattan)
2066413-DCA,160 BAY 28 STREET APT 2 BROOKLYN NY 11214 (Brooklyn)
0692148-DCA,608 5TH AVE APT 807 NEW YORK NY 10020 (Manhattan)
2123150-DCWP,2833 BATCHELDER ST APT 4 BROOKLYN NY 11235 (Brooklyn)
2110649-DCA,1384 E 16TH ST BROOKLYN NY 11230 (Brooklyn)
0884799-DCA,20614 NORTHERN BLVD BAYSIDE NY 11361 (Queens)
2125495-DCWP,2311 FOREST AVE STATEN ISLAND NY 10303 (Staten Island)
2129116-DCWP,3218 EMMONS AVE BROOKLYN NY 11235 (Brooklyn)
2115065-2-DCA,1419 BRUCKNER BOULEVARD BRONX NY 10472 (Bronx)
2013590-DCA,8204 3RD AVE BROOKLYN NY 11209 (Brooklyn)
2122810-DCWP,25 LAYTON AVE STATEN ISLAND NY 10301 (Staten Island)
2057470-DCA,100 ALCOTT PL APT 27E BRONX NY 10475 (Bronx)
2098937-DCA,1367 BROADWAY BROOKLYN NY 11221 (Brooklyn)
0852015-DCA,3066 BOSTON RD BRONX NY 10469 (Bronx)
2126244-DCWP,31 GRAHAM AVE BROOKLYN NY 11206 (Brooklyn)
2129272-DCWP,9224 CORONA AVE ELMHURST NY 11373 (Queens)
2098472-DCA,3062 30 STREET ASTORIA NY 11102 (Queens)
2025674-DCA,97 NASSAU AVENUE BROOKLYN NY 11222 (Brooklyn)
2029685-2-DCA,3910 6TH AVE BROOKLYN NY 11232 (Brooklyn)
2128118-DCWP,24 W FORDHAM RD BRONX NY 10468 (Bronx)
1074733-DCA,2031 LINDEN ST RIDGEWOOD NY 11385 (Queens)
2128728-DCWP,161 FRONT ST NEW YORK NY 10038 (Manhattan)
2052049-DCA,3815 GREENPOINT AVENUE LONG IS CITY NY 11101 (Queens)
2125387-DCWP,9605 ROOSEVELT AVE CORONA NY 11368 (Queens)
1474058-DCA,1450 NOSTRAND AVE BROOKLYN NY 11226 (Brooklyn)
1383162-DCA,777 EAST   31 STREET BROOKLYN NY 11210 (Brooklyn)
0918147-DCA,1213 40TH AVE LONG ISLAND CITY NY 11101 (Queens)
2126062-DCWP,50 W 97TH ST NEW YORK NY 10025 (Manhattan)
2090148-DCA,150 CHARLES STREET NEW YORK NY 10014 (Manhattan)
1445550-DCA,1632 BOGART AVE BRONX NY 10462 (Bronx)
2126564-DCWP,1117 FLATBUSH AVE BROOKLYN NY 11226 (Brooklyn)
2119918-DCWP,14062 BURDEN CRES APT 3B BRIARWOOD NY 11435 (Queens)
2118442-1-DCWP,112 OCEAN AVE STATEN ISLAND NY 10305 (Staten Island)
1219474-DCA,1155 MANHATTAN AVE APT 1011 BROOKLYN NY 11222 (Brooklyn)
2126561-DCWP,931 KINGS HWY BROOKLYN NY 11223 (Brooklyn)
1461197-DCA,219 5 AVENUE BROOKLYN NY 11215 (Brooklyn)
2105515-DCA,124 WEST   60 STREET NEW YORK NY 10023 (Manhattan)
2122273-DCWP,302 CHURCH AVE BROOKLYN NY 11218 (Brooklyn)
2110709-DCA,8118 5TH AVE BROOKLYN NY 11209 (Brooklyn)
2108240-DCA,4118 JUNCTION BOULEVARD CORONA NY 11368 (Queens)
1142883-DCA,503 WEST   45 STREET NEW YORK NY 10036 (Manhattan)
2128705-DCWP,27 BARCLAY ST NEW YORK NY 10007 (Manhattan)
2124460-DCWP,7921 MAIN ST FLUSHING NY 11367 (Queens)
2079186-DCA,5929 MYRTLE AVE FLUSHING NY 11385 (Queens)
2079210-DCA,7520 5 AVENUE BROOKLYN NY 11209 (Brooklyn)
2050803-DCA,146 S 2ND ST BROOKLYN NY 11211 (Brooklyn)
2096503-DCA,1974 ARTHUR AVE BRONX NY 10457 (Bronx)
2054450-2-DCA,213 UNION AVENUE BROOKLYN NY 11211 (Brooklyn)
2033930-DCA,1441 BROADWAY NEW YORK NY 10018 (Manhattan)
2039945-DCA,1385 BROADWAY APT 907A NEW YORK NY 10018 (Manhattan)
2106224-DCA,20 W 47TH ST APT 605 NEW YORK NY 10036 (Manhattan)
1446431-DCA,1330 6TH AVE APT 23 NEW YORK NY 10019 (Manhattan)
2119584-DCWP,8619 ROOSEVELT AVE JACKSON HEIGHTS NY 11372 (Queens)
2027338-DCA,1508 AVENUE J BROOKLYN NY 11230 (Brooklyn)
2098613-DCA,2027 EMMONS AVENUE BROOKLYN NY 11235 (Brooklyn)
2096413-DCA,514 HUDSON STREET NEW YORK NY 10014 (Manhattan)
2103529-DCA,9411 121 STREET SOUTH RICHMOND HILL NY 11419 (Queens)
1472024-DCA,2040 E 22ND ST BROOKLYN NY 11229 (Brooklyn)
2098534-2-DCA,51 WEST   14 STREET NEW YORK NY 10011 (Manhattan)
2048388-2-DCA,2327 30TH AVE ASTORIA NY 11102 (Queens)
2129562-DCWP,9403 CHURCH AVE BROOKLYN NY 11212 (Brooklyn)
0923895-DCA,21702 JAMAICA AVE QUEENS VILLAGE NY 11428 (Queens)
2126190-2-DCWP,10515 MERRICK BLVD JAMAICA NY 11433 (Queens)
2066350-1-DCA,4520 QUEENS BLVD SUNNYSIDE NY 11104 (Queens)
1436865-DCA,967 MORRIS PARK AVE BRONX NY 10462 (Bronx)
2037292-DCA,220 KINGS HIGHWAY BROOKLYN NY 11223 (Brooklyn)
2099378-DCA,2136 E 13TH ST APT 2F BROOKLYN NY 11229 (Brooklyn)
2018184-DCA,22417 MERRICK BLVD LAURELTON NY 11413 (Queens)
2016568-DCA,511 9 AVENUE NEW YORK NY 10018 (Manhattan)
1148886-DCA,13011 116TH AVE S OZONE PARK NY 11420 (Queens)
2125825-DCWP,720 E TREMONT AVE APT B BRONX NY 10457 (Bronx)
2081165-DCA,852 FLATBUSH AVE BROOKLYN NY 11226 (Brooklyn)
1407483-DCA,8 CORONA AVENUE STATEN ISLAND NY 10306 (Staten Island)
2128740-DCWP,159 GRAND ST NEW YORK NY 10013 (Manhattan)
2032379-DCA,519 W 161ST ST NEW YORK NY 10032 (Manhattan)
2123949-DCWP,6822 FRESH MEADOW LN FRESH MEADOWS NY 11365 (Queens)
2106501-DCA,165 WEST END AVENUE NEW YORK NY 10023 (Manhattan)
1338191-DCA,39 POPLAR AVE STATEN ISLAND NY 10309 (Staten Island)
2100605-2-DCA,8202 ROOSEVELT AVE JACKSON HEIGHTS NY 11372 (Queens)
1456856-DCA,2482 BROADWAY MANHATTAN NY 10025 (Manhattan)
2095819-DCA,11204 LIBERTY AVE SOUTH RICHMOND HILL NY 11419 (Queens)
2123383-DCWP,6326 99TH ST REGO PARK NY 11374 (Queens)
2056721-2-DCA,664 E 187TH ST BRONX NY 10458 (Bronx)
2098482-DCA,2394 ADAM CLAYTON POWELL JR BLVD APT 6 NEW YORK NY 10030 (Manhattan)
2098316-DCA,1 NEW YORK PLZ NEW YORK NY 10004 (Manhattan)
1288668-DCA,2485 GRAND CONCOURSE BRONX NY 10468 (Bronx)
2130206-1-DCWP,186 STUYVESANT AVE BROOKLYN NY 11221 (Brooklyn)
2124137-DCWP,5521 FLUSHING AVE MASPETH NY 11378 (Queens)
2060139-DCA,609 WEST  173 STREET NEW YORK NY 10032 (Manhattan)
2076274-1-DCA,410 CITY ISLAND AVE BRONX NY 10464 (Bronx)
2018036-2-DCA,8601 18TH AVE BROOKLYN NY 11214 (Brooklyn)
1031937-DCA,25507 JAMAICA AVE FLORAL PARK NY 11001 (Queens)
2107308-DCA,4218 AMBOY ROAD STATEN ISLAND NY 10308 (Staten Island)
2108529-DCA,4024 COLLEGE POINT BLVD APT K2-A FLUSHING NY 11354 (Queens)
0834606-DCA,1069 57TH ST BROOKLYN NY 11219 (Brooklyn)
2069298-DCA,6011 NORTHERN BLVD WOODSIDE NY 11377 (Queens)
1470345-DCA,20015 NORTHERN BLVD BAYSIDE NY 11361 (Queens)
2116856-DCWP,3353 WICKHAM AVE BRONX NY 10469 (Bronx)
1389993-DCA,325 BROADWAY NEW YORK NY 10007 (Manhattan)
2100298-DCA,8766 118TH ST RICHMOND HILL NY 11418 (Queens)
2114184-DCA,11835 QUEENS BLVD APT 400 FOREST HILLS NY 11375 (Queens)
2117608-DCWP,14661 TUSKEGEE AIRMEN WAY JAMAICA NY 11435 (Queens)
0959289-DCA,"919 3 AVENUE MANHATTAN, NY 10022 (Manhattan)"
1156191-DCA,859 BROADWAY NEW YORK NY 10003 (Manhattan)
2123123-DCWP,1256 E 13TH ST APT F5 BROOKLYN NY 11230 (Brooklyn)
2100565-DCA,1469 NOSTRAND AVE BROOKLYN NY 11226 (Brooklyn)
2116296-DCWP,1200 E BAY AVE BRONX NY 10474 (Bronx)
2109402-DCA,503 84TH ST BROOKLYN NY 11209 (Brooklyn)
1224286-DCA,616 4TH AVE BROOKLYN NY 11215 (Brooklyn)
1422230-DCA,435 SHARROTTS RD STATEN ISLAND NY 10309 (Staten Island)
2086004-DCA,325 W 38TH ST APT 1206 NEW YORK NY 10018 (Manhattan)
2094616-DCA,53 E GUN HILL RD BRONX NY 10467 (Bronx)
2104995-DCA,4163 DE REIMER AVE BRONX NY 10466 (Bronx)
0897546-DCA,3755 NOSTRAND AVE BROOKLYN NY 11235 (Brooklyn)
2120895-DCWP,6860 AUSTIN ST APT 602 FOREST HILLS NY 11375 (Queens)
2081243-DCA,520 MANHATTAN AVENUE NEW YORK NY 10027 (Manhattan)
2113635-DCA,1551 WESTCHESTER AVE BRONX NY 10472 (Bronx)
1072364-DCA,2807 W 15TH ST BROOKLYN NY 11224 (Brooklyn)
2087540-DCA,226 EAST   14 STREET NEW YORK NY 10003 (Manhattan)
2003202-DCA,7111 66TH DR FLUSHING NY 11379 (Queens)
2025530-DCA,2128 RICHMOND TER STATEN ISLAND NY 10302 (Staten Island)
2123073-DCWP,4723 AVENUE M BROOKLYN NY 11234 (Brooklyn)
2100517-DCA,649 ARNOW AVE APT 3B BRONX NY 10467 (Bronx)
0927253-DCA,24536 147TH RD ROSEDALE NY 11422 (Queens)
2127902-DCWP,948 E 92ND ST BROOKLYN NY 11236 (Brooklyn)
2124800-DCWP,2272 2ND AVE NEW YORK NY 10035 (Manhattan)
2114623-DCA,89 LITTLE CLOVE RD STATEN ISLAND NY 10301 (Staten Island)
2067264-1-DCA,4111 GREENPOINT AVE SUNNYSIDE NY 11104 (Queens)
1407395-DCA,3478 JEROME AVE BRONX NY 10467 (Bronx)
2126675-DCWP,2875 BROADWAY NEW YORK NY 10025 (Manhattan)
2128625-DCWP,10404 DITMARS BLVD EAST ELMHURST NY 11369 (Queens)
2128818-DCWP,5941 MAURICE AVE MASPETH NY 11378 (Queens)
1036111-DCA,273 84TH ST BROOKLYN NY 11209 (Brooklyn)
2126256-DCWP,3412 CHURCH AVE BROOKLYN NY 11203 (Brooklyn)
1462950-DCA,6486 83RD PL MIDDLE VLG NY 11379 (Queens)
2127470-DCWP,8404 BAY PKWY BROOKLYN NY 11214 (Brooklyn)
2078486-DCA,3826 108TH ST CORONA NY 11368 (Queens)
2105881-DCA,803 NOSTRAND AVE BROOKLYN NY 11225 (Brooklyn)
2128950-1-DCWP,5814 4TH AVE BROOKLYN NY 11220 (Brooklyn)
1371701-DCA,1398 GRAND CONCOURSE BRONX NY 10456 (Bronx)
2117751-DCWP,30 NEWKIRK PLZ BROOKLYN NY 11226 (Brooklyn)
2049362-DCA,434 EAST   72 STREET NEW YORK NY 10021 (Manhattan)
2023109-DCA,1018 EAST 96 STREET APT 1 BROOKLYN NY 11236 (Brooklyn)
2118073-DCWP,1249 SAINT NICHOLAS AVE NEW YORK NY 10032 (Manhattan)
2030973-DCA,650 COZINE AVE BROOKLYN NY 11208 (Brooklyn)
1080362-DCA,935 GARRISON AVENUE BRONX NY 10474 (Bronx)
2127994-DCWP,13901 ARCHER AVE JAMAICA NY 11435 (Queens)
0894736-DCA,225 EAST   36 STREET NEW YORK NY 10016 (Manhattan)
2122928-DCWP,7552 113TH ST FOREST HILLS NY 11375 (Queens)
2122446-DCWP,100 JOHN ST APT 2502 NEW YORK NY 10038 (Manhattan)
2127247-DCWP,4331 MURDOCK AVE BRONX NY 10466 (Bronx)
2127510-DCWP,35 CRYSTAL ST BROOKLYN NY 11208 (Brooklyn)
2109883-DCA,123 HOPE ST BROOKLYN NY 11211 (Brooklyn)
2071453-DCA,12809 233RD ST ROSEDALE NY 11422 (Queens)
2123142-DCWP,590 W 207TH ST NEW YORK NY 10034 (Manhattan)
2102514-DCA,1446 OLMSTEAD AVE BRONX NY 10462 (Bronx)
2083417-2-DCA,7920 ROOSEVELT AVE JACKSON HEIGHTS NY 11372 (Queens)
2114960-DCA,555 W 52ND ST APT 1103 NEW YORK NY 10019 (Manhattan)
0979672-DCA,55 EAST   87 STREET NEW YORK NY 10128 (Manhattan)
2127497-DCWP,3078-3078A CONEY ISLAND AVE BROOKLYN NY 11235 (Brooklyn)
2122131-DCWP,147 PRINCE ST BROOKLYN NY 11201 (Brooklyn)
2127832-DCWP,1755 PITKIN AVE BROOKLYN NY 11212 (Brooklyn)
2127187-DCWP,3812 FORT HAMILTON PARKWAY BROOKLYN NY 11218 (Brooklyn)
1071285-DCA,630 WEST  246 STREET BRONX NY 10471 (Bronx)
2073620-1-DCA,25132 NORTHERN BLVD LITTLE NECK NY 11362 (Queens)
2129111-DCWP,70 PARK AVE NEW YORK NY 10016 (Manhattan)
1361354-DCA,150 EAST   61 STREET NEW YORK NY 10065 (Manhattan)
2029362-DCA,73 SERRELL AVE STATEN ISLAND NY 10312 (Staten Island)
2067980-1-DCA,238 LAFAYETTE ST NEW YORK NY 10012 (Manhattan)
2128045-DCWP,942 E 233RD ST BRONX NY 10466 (Bronx)
2105932-DCA,2620 GLENWOOD RD APT 6C BROOKLYN NY 11210 (Brooklyn)
2086597-DCA,1647 MCDONALD AVE BROOKLYN NY 11230 (Brooklyn)
2118767-DCWP,1926 MOTT AVE FAR ROCKAWAY NY 11691 (Queens)
2130118-DCWP,235 W 35TH ST NEW YORK NY 10001 (Manhattan)
2116275-DCWP,240 W 167TH ST APT 2B BRONX NY 10452 (Bronx)
2127990-DCWP,4387 3RD AVE BRONX NY 10457 (Bronx)
1072480-DCA,6 TREMONT AVE STATEN ISLAND NY 10314 (Staten Island)
2094994-DCA,43 ELTINGVILLE BLVD STATEN ISLAND NY 10312 (Staten Island)
2029479-DCA,70 IRVING PL APT 5C NEW YORK NY 10003 (Manhattan)
2120254-DCWP,193 W 237TH ST BRONX NY 10463 (Bronx)
2095359-DCA,132 WEST 36 STREET APT BASEMENT NEW YORK NY 10018 (Manhattan)
1101482-DCA,2420 49TH ST APT 1 ASTORIA NY 11103 (Queens)
2111879-DCA,1555 WATSON AVE BRONX NY 10472 (Bronx)
2127185-DCWP,4036 WHITE PLAINS RD BRONX NY 10466 (Bronx)
2118057-DCWP,2435 MCDONALD AVE BROOKLYN NY 11223 (Brooklyn)
1138727-DCA,1205 AVENUE M BROOKLYN NY 11230 (Brooklyn)
2109843-DCA,3751 18TH AVE APT A21 BROOKLYN NY 11218 (Brooklyn)
2111645-DCA,8934 LEFFERTS BLVD RICHMOND HILL NY 11418 (Queens)
2068058-DCA,9015 QUEENS BOULEVARD ELMHURST NY 11373 (Queens)
2047626-2-DCA,7826 3RD AVE BROOKLYN NY 11209 (Brooklyn)
2104828-DCA,20 CRESCENT ST BROOKLYN NY 11208 (Brooklyn)
2081914-2-DCA,722 ALLERTON AVENUE BRONX NY 10467 (Bronx)
2109282-DCA,16 RENFREW PL STATEN ISLAND NY 10303 (Staten Island)
2128546-DCWP,540 PARK AVE NEW YORK NY 10065 (Manhattan)
2091484-DCA,3963 LACONIA AVE BRONX NY 10466 (Bronx)
2120211-DCWP,16713 UNION TPKE FRESH MEADOWS NY 11366 (Queens)
2056549-DCA,1938B ROCKAWAY PARKWAY BROOKLYN NY 11212 (Brooklyn)
1468028-DCA,7 OLD FULTON STREET BROOKLYN NY 11201 (Brooklyn)
1032599-DCA,510 FULTON STREET BROOKLYN NY 11201 (Brooklyn)
1276916-DCA,213 CANAL STREET NEW YORK NY 10013 (Manhattan)
0913566-DCA,891 SHERIDAN AVE BRONX NY 10451 (Bronx)
2110187-DCA,110 UNIVERSITY PL NEW YORK NY 10003 (Manhattan)
2129218-DCWP,5623 8TH AVE BROOKLYN NY 11220 (Brooklyn)
2018764-DCA,463A 5TH AVE BROOKLYN NY 11215 (Brooklyn)
2070830-DCA,589 W 207TH ST NEW YORK NY 10034 (Manhattan)
2130254-DCWP,2 E 61ST ST NEW YORK NY 10065 (Manhattan)
2128354-DCWP,4615 JUNCTION BLVD CORONA NY 11368 (Queens)
1290070-DCA,1869 RICHMOND TER STATEN ISLAND NY 10310 (Staten Island)
1402078-DCA,158 GRAHAM AVENUE BROOKLYN NY 11206 (Brooklyn)
2046588-DCA,476 FULTON ST BROOKLYN NY 11201 (Brooklyn)
2108113-DCA,2034 SEAGIRT BLVD APT 6A FAR ROCKAWAY NY 11691 (Queens)
2113470-DCA,7008 QUEENS BLVD WOODSIDE NY 11377 (Queens)
2128783-DCWP,2718 FULTON ST BROOKLYN NY 11207 (Brooklyn)
2130356-DCWP,605 WEST   42 STREET NEW YORK NY 10036 (Manhattan)
2087390-DCA,10454 41 AVENUE APT 2 CORONA NY 11368 (Queens)
2103626-DCA,155 WEST 71 STREET APT SUPER NEW YORK NY 10023 (Manhattan)
2085360-DCA,99 WALL STREET NEW YORK NY 10005 (Manhattan)
1384437-DCA,10 EAST  153 STREET BRONX NY 10451 (Bronx)
1068748-DCA,2934 WILKINSON AVE BRONX NY 10461 (Bronx)
2044524-DCA,8602 NORTHERN BLVD JACKSON HEIGHTS NY 11372 (Queens)
2093922-DCA,22435 93RD RD QUEENS VILLAGE NY 11428 (Queens)
1412201-DCA,2206 HOLLAND AVE APT 2H BRONX NY 10467 (Bronx)
2117338-DCWP,701 E TREMONT AVE BRONX NY 10457 (Bronx)
2128742-DCWP,79 ELDRIDGE ST NEW YORK NY 10002 (Manhattan)
2110554-DCA,53 E GUN HILL RD BRONX NY 10467 (Bronx)
2036965-DCA,25 MONTGOMERY ST APT 5G NEW YORK NY 10002 (Manhattan)
2045392-DCA,4068 COLLEGE POINT BOULEVARD FLUSHING NY 11354 (Queens)
1474114-DCA,1431 YORK AVENUE NEW YORK NY 10021 (Manhattan)
2107135-DCA,311 E 81ST ST APT 1 NEW YORK NY 10028 (Manhattan)
2129072-DCWP,3136 QUEENS BLVD LONG ISLAND CITY NY 11101 (Queens)
2123610-DCWP,298 IRVING AVE BROOKLYN NY 11237 (Brooklyn)
1329564-DCA,13545 CROSSBAY BLVD OZONE PARK NY 11417 (Queens)
2027483-DCA,8921 90TH ST WOODHAVEN NY 11421 (Queens)
2126967-DCWP,7218 WOODHAVEN BLVD GLENDALE NY 11385 (Queens)
2126952-DCWP,5814 41ST DR WOODSIDE NY 11377 (Queens)
1279606-DCA,5602 3RD AVE BROOKLYN NY 11220 (Brooklyn)
2072217-1-DCA,1627 2 AVENUE NEW YORK NY 10028 (Manhattan)
1037989-DCA,307 W 44TH ST NEW YORK NY 10036 (Manhattan)
2124416-DCWP,325 MAINE AVE STATEN ISLAND NY 10314 (Staten Island)
1415830-DCA,298 BROADWAY STATEN ISLAND NY 10310 (Staten Island)
1307328-DCA,1452 LORING AVE BROOKLYN NY 11208 (Brooklyn)
1099210-DCA,1480 JEROME AVE BRONX NY 10452 (Bronx)
2127834-DCWP,5305 QUEENS BLVD WOODSIDE NY 11377 (Queens)
2130621-DCWP,1 WALL STREET CT APT 305 NEW YORK NY 10005 (Manhattan)
2098627-DCA,1445 W 4TH ST APT 2 BROOKLYN NY 11204 (Brooklyn)
2119646-1-DCWP,2709 FREDERICK DOUGLASS BLVD NEW YORK NY 10030 (Manhattan)
2130688-DCWP,5801 COOPER AVE GLENDALE NY 11385 (Queens)
1471725-DCA,151 VICTORY BLVD STATEN ISLAND NY 10301 (Staten Island)
2090766-DCA,171 CLERMONT AVENUE BROOKLYN NY 11205 (Brooklyn)
2082668-DCA,214 W 39TH ST APT 501A NEW YORK NY 10018 (Manhattan)
2128796-DCWP,51 NASSAU ST NEW YORK NY 10038 (Manhattan)
2034811-DCA,19 MOTT STREET NEW YORK NY 10013 (Manhattan)
1217715-DCA,12017 91ST AVE RICHMOND HILL NY 11418 (Queens)
1259225-DCA,13112 FRANCIS LEWIS BLVD LAURELTON NY 11413 (Queens)
1146395-DCA,9810 64 AVENUE REGO PARK NY 11374 (Queens)
2074399-1-DCA,478 3 AVENUE NEW YORK NY 10016 (Manhattan)
1274166-DCA,6122 4TH AVE BROOKLYN NY 11220 (Brooklyn)
2119486-DCWP,84 BRIGHTON 11TH ST APT 1 BROOKLYN NY 11235 (Brooklyn)
2118918-DCWP,3814 SEA GATE AVE BROOKLYN NY 11224 (Brooklyn)
1279393-DCA,2606 AVENUE X BROOKLYN NY 11235 (Brooklyn)
1474843-DCA,181 HUDSON STREET NEW YORK NY 10013 (Manhattan)
2128676-DCWP,3003 EMMONS AVE BROOKLYN NY 11235 (Brooklyn)
2128110-DCWP,4224 CRESCENT ST LONG ISLAND CITY NY 11101 (Queens)
2130243-DCWP,376 VANDERBILT AVE STATEN ISLAND NY 10304 (Staten Island)
2128753-DCWP,330 W 40TH ST NEW YORK NY 10018 (Manhattan)
2108874-DCA,338 KNICKERBOCKER AVENUE BROOKLYN NY 11237 (Brooklyn)
2128240-DCWP,20 W 64TH ST APT 14B NEW YORK NY 10023 (Manhattan)
2002742-DCA,651 RIVER AVE BRONX NY 10451 (Bronx)
2034983-DCA,3711 74 STREET JACKSON HEIGHTS NY 11372 (Queens)
2049286-2-DCA,3279 WESTCHESTER AVE BRONX NY 10461 (Bronx)
2128188-DCWP,3870 12TH ST LONG ISLAND CITY NY 11101 (Queens)
1451177-DCA,5412 ROOSEVELT AVE WOODSIDE NY 11377 (Queens)
1263216-DCA,75 WEST   47 STREET NEW YORK NY 10036 (Manhattan)
1444114-DCA,433 7 AVENUE BROOKLYN NY 11215 (Brooklyn)
2115153-2-DCA,4719 QUEENS BLVD SUNNYSIDE NY 11104 (Queens)
2065621-2-DCA,152 EAST 188 STREET APT 154 BRONX NY 10468 (Bronx)
2073129-1-DCA,3766 WHITE PLAINS RD BRONX NY 10467 (Bronx)
2031130-DCA,1342 72ND ST BROOKLYN NY 11228 (Brooklyn)
0919461-DCA,4034 BROADWAY NEW YORK NY 10032 (Manhattan)
2109552-DCA,8804 136TH ST RICHMOND HILL NY 11418 (Queens)
2051377-DCA,8912 102ND ST RICHMOND HILL NY 11418 (Queens)
1288898-DCA,3082 HYLAN BOULEVARD STATEN ISLAND NY 10306 (Staten Island)
2095607-DCA,5812 QUEENS BOULEVARD WOODSIDE NY 11377 (Queens)
2128794-DCWP,126 WATER ST NEW YORK NY 10005 (Manhattan)
2121777-DCWP,1711 65TH ST BROOKLYN NY 11204 (Brooklyn)
2089002-DCA,9530 ROOSEVELT AVE JACKSON HEIGHTS NY 11372 (Queens)
2126048-DCWP,5 E 22ND ST NEW YORK NY 10010 (Manhattan)
0896083-DCA,69 2ND AVE NEW YORK NY 10003 (Manhattan)
2002752-DCA,2940 3RD AVE BRONX NY 10455 (Bronx)
2128590-DCWP,303 LEXINGTON AVE NEW YORK NY 10016 (Manhattan)
2116168-DCWP,859 FLATBUSH AVE BROOKLYN NY 11226 (Brooklyn)
2110498-DCA,3788 BROADWAY NEW YORK NY 10032 (Manhattan)
2105802-DCA,313 E 49TH ST BROOKLYN NY 11203 (Brooklyn)
2015712-DCA,6212 ROOSEVELT AVE WOODSIDE NY 11377 (Queens)
2102260-DCA,132 1/2 WEST   24 STREET NEW YORK NY 10011 (Manhattan)
1387413-DCA,608 8TH AVE NEW YORK NY 10018 (Manhattan)
2083923-DCA,641 LEXINGTON AVE APT 14 NEW YORK NY 10022 (Manhattan)
2130072-DCWP,149 ESSEX ST NEW YORK NY 10002 (Manhattan)
2031364-DCA,1328 NOSTRAND AVE BROOKLYN NY 11226 (Brooklyn)
2112016-DCA,260 SAINT NICHOLAS AVE BROOKLYN NY 11237 (Brooklyn)
2017587-DCA,3739 9TH ST LONG ISLAND CITY NY 11101 (Queens)
2002744-DCA,1598 WESTCHESTER AVE BRONX NY 10472 (Bronx)
2099825-DCA,35 W 15TH ST APT 7A NEW YORK NY 10011 (Manhattan)
2129575-DCWP,4506 PEARSON ST LONG ISLAND CITY NY 11101 (Queens)
2127037-DCWP,18750 JAMAICA AVE HOLLIS NY 11423 (Queens)
1246350-DCA,6104 16 AVENUE BROOKLYN NY 11204 (Brooklyn)
2104799-DCA,1951 PARK AVE APT 307 NEW YORK NY 10037 (Manhattan)
2083757-DCA,224 WEST  116 STREET MANHATTAN NY 10036 (Manhattan)
2110976-DCA,300 EAST   33 STREET NEW YORK NY 10016 (Manhattan)
2124187-DCWP,11714 UNION TPKE APT FB1 KEW GARDENS NY 11415 (Queens)
2128111-DCWP,2915 QUEENS PLZ N LONG ISLAND CITY NY 11101 (Queens)
2084016-DCA,6351 ALDERTON ST REGO PARK NY 11374 (Queens)
2028534-DCA,6115 32ND AVE WOODSIDE NY 11377 (Queens)
1276482-DCA,251 W 92ND ST APT 4B NEW YORK NY 10025 (Manhattan)
2128617-DCWP,40 W 40TH ST NEW YORK NY 10018 (Manhattan)
2026204-DCA,1152 LIBERTY AVE BROOKLYN NY 11208 (Brooklyn)
2079259-DCA,217 PATCHEN AVE APT 2A BROOKLYN NY 11233 (Brooklyn)
1024561-DCA,20 W 20TH ST APT 2 NEW YORK NY 10011 (Manhattan)
2126824-1-DCWP,73 TROY AVE BROOKLYN NY 11213 (Brooklyn)
2126997-DCWP,596 LENOX AVE NEW YORK NY 10037 (Manhattan)
1220191-DCA,20 BAY   14 STREET BROOKLYN NY 11214 (Brooklyn)
2047491-2-DCA,2771 KNAPP STREET BROOKLYN NY 11235 (Brooklyn)
2081915-2-DCA,10410 ATLANTIC AVE OZONE PARK NY 11416 (Queens)
1020154-DCA,6426 PLEASANTVIEW ST MIDDLE VILLAGE NY 11379 (Queens)
2128712-DCWP,833 39TH ST BROOKLYN NY 11232 (Brooklyn)
2105245-DCA,1282 3RD AVE NEW YORK NY 10021 (Manhattan)
2072500-1-DCA,764 MANHATTAN AVENUE BROOKLYN NY 11222 (Brooklyn)
1244445-DCA,8811 165 STREET JAMAICA NY 11432 (Queens)
2114933-DCA,316 ONDERDONK AVE RIDGEWOOD NY 11385 (Queens)
1467628-DCA,6440 MYRTLE AVE GLENDALE NY 11385 (Queens)
2071143-1-DCA,6921 MYRTLE AVE GLENDALE NY 11385 (Queens)
2128681-DCWP,37 W 24TH ST NEW YORK NY 10010 (Manhattan)
2045047-DCA,4068 COLLEGE POINT BOULEVARD FLUSHING NY 11354 (Queens)
