entity_id,registration_id,full_address,zip_code,Latitude,Longitude
BA-1709209-2024,1469385-DCA,910 PROSPECT AVE BRONX NY 10459 (Bronx),10459,40.82129,-73.900942
BA-1467496-2022,1469388-DCA,1405 WALTON AVENUE BRONX NY 10452 (Bronx),10452,40.83978,-73.915793
BA-1106278-2022,1469404-DCA,7515 97TH AVE OZONE PARK NY 11416 (Queens),11416,40.68137,-73.862907
BA-1106274-2022,1469407-DCA,14905 79TH AVE APT 621 FLUSHING NY 11367 (Queens),11367,40.71974,-73.814158
BA-1486812-2022,1469413-DCA,128 E 32ND ST NEW YORK NY 10016 (Manhattan),10016,40.74526,-73.981032
BA-1467664-2022,1469576-DCA,7301 3RD AVE BROOKLYN NY 11209 (Brooklyn),11209,40.63273,-74.027263
BA-1231708-2022,1469584-DCA,10333 ASTORIA BOULEVARD APT GARAGE EAST ELMHURST NY 11369 (Queens),11369,40.76128,-73.865117
BA-1551007-2022,1469718-DCA,21208 99 AVENUE QUEENS VILLAGE NY 11429 (Queens),11429,40.71425,-73.746491
BA-1583688-2023,1469740-DCA,41 MADISON AVE APT 25 NEW YORK NY 10010 (Manhattan),10010,40.74262,-73.986698
BA-1309848-2022,1469770-DCA,9726 72ND DR FOREST HILLS NY 11375 (Queens),11375,40.70889,-73.846511
BA-1116143-2022,1469832-DCA,12120 LIBERTY AVE SOUTH RICHMOND HILL NY 11419 (Queens),11419,40.68705,-73.822049
BA-1321619-2022,1469860-DCA,1600 AVENUE T APT 2D BROOKLYN NY 11229 (Brooklyn),11229,40.6012,-73.955757
BA-1554514-2022,1469869-DCA,1934 JEROME AVE BRONX NY 10453 (Bronx),10453,40.85102,-73.909862
BA-1203571-2022,1469873-DCA,321 CLARKSON AVE BROOKLYN NY 11226 (Brooklyn),11226,40.65549,-73.949017
BA-1449560-2022,1469877-DCA,202 1 AVENUE NEW YORK NY 10009 (Manhattan),10009,40.7302,-73.983385
BA-1515760-2022,1469881-DCA,200 WEST END AVENUE NEW YORK NY 10023 (Manhattan),10023,40.77819,-73.985196
BA-1130487-2022,1469914-DCA,3263 WHITE PLAINS ROAD BRONX NY 10467 (Bronx),10467,40.87249,-73.867133
BA-1324114-2022,1469956-DCA,10306 METROPOLITAN AVE FOREST HILLS NY 11375 (Queens),11375,40.71028,-73.849797
BA-1236516-2022,1469996-DCA,127 E FORDHAM RD BRONX NY 10468 (Bronx),10468,40.86226,-73.898639
BA-1388243-2022,1470057-DCA,11434 SUTPHIN BLVD JAMAICA NY 11434 (Queens),11434,40.68529,-73.793158
BA-1564350-2022,1470078-DCA,126 WEST  116 STREET NEW YORK NY 10026 (Manhattan),10026,40.80247,-73.950779
BA-1547657-2022,1470112-DCA,2701 SEDGWICK AVENUE BRONX NY 10468 (Bronx),10468,40.86996,-73.903216
BA-1288449-2022,1470145-DCA,139 SAINT JAMES PL BROOKLYN NY 11238 (Brooklyn),11238,40.68545,-73.964178
BA-1541322-2022,1470158-DCA,2346 RYER AVE BRONX NY 10458 (Bronx),10458,40.8582,-73.898598
BA-1278773-2022,1470180-DCA,1415 ARNOW AVENUE BRONX NY 10469 (Bronx),10469,40.8675,-73.845613
BA-1549480-2022,1470189-DCA,14931 82ND ST HOWARD BEACH NY 11414 (Queens),11414,40.66888,-73.852907
BA-1514139-2022,1470190-DCA,2238 ADAMS PL APT 8A BRONX NY 10457 (Bronx),10457,40.85233,-73.889234
BA-1200047-2022,1470206-DCA,16 DELL CT STATEN ISLAND NY 10307 (Staten Island),10307,40.50869,-74.233573
BA-1303034-2022,1470214-DCA,1320 RANDALL AVE BRONX NY 10474 (Bronx),10474,40.81237,-73.884821
BA-1305284-2022,1470216-DCA,554 W 182ND ST NEW YORK NY 10033 (Manhattan),10033,40.8495,-73.93239
BA-1555774-2022,1470249-DCA,596 VILLA AVENUE STATEN ISLAND NY 10302 (Staten Island),10302,40.62609,-74.144729
BA-1511144-2022,1470256-DCA,778 ROGERS AVE APT 1 BROOKLYN NY 11226 (Brooklyn),11226,40.65197,-73.95262
BA-1197829-2022,1470337-DCA,1046 BEACH 21ST ST FAR ROCKAWAY NY 11691 (Queens),11691,40.60336,-73.753845
BA-1209899-2022,1470345-DCA,20015 NORTHERN BLVD BAYSIDE NY 11361 (Queens),11361,40.75773,-73.783035
BA-1162584-2022,1470368-DCA,2298 AMSTERDAM AVE NEW YORK NY 10033 (Manhattan),10033,40.84354,-73.93425
BA-1382166-2022,1470371-DCA,7435 GRAND AVE ELMHURST NY 11373 (Queens),11373,40.73029,-73.887139
BA-1331393-2022,1470373-DCA,10 SHORE BLVD APT 1K BROOKLYN NY 11235 (Brooklyn),11235,40.5828,-73.954102
BA-1232327-2022,1470382-DCA,537 W 133RD ST APT 4 NEW YORK NY 10027 (Manhattan),10027,40.81828,-73.954799
BA-1107048-2022,1470394-DCA,2454 3 AVENUE BRONX NY 10454 (Bronx),10454,40.80916,-73.929721
BA-1326253-2022,1470398-DCA,4113 KISSENA BLVD FLUSHING NY 11355 (Queens),11355,40.75827,-73.829114
BA-1218410-2022,1470405-DCA,225 UNION AVE BROOKLYN NY 11211 (Brooklyn),11211,40.70705,-73.950482
BA-1124178-2022,1470422-DCA,2122 VALENTINE AVE APT A BRONX NY 10457 (Bronx),10457,40.85342,-73.899596
BA-1554529-2022,1470443-DCA,1289 LOUIS NINE BOULEVARD BRONX NY 10459 (Bronx),10459,40.83059,-73.891916
BA-1195052-2022,1470528-DCA,177 E 87TH ST NEW YORK NY 10128 (Manhattan),10128,40.7798,-73.954201
BA-1106133-2022,1470545-DCA,485 1 AVENUE NEW YORK NY 10016 (Manhattan),10016,40.74039,-73.975999
BA-1507688-2022,1470564-DCA,187A GARFIELD PL BROOKLYN NY 11215 (Brooklyn),11215,40.67628,-73.977385
BA-1427619-2022,1470596-DCA,9408 40TH DR ELMHURST NY 11373 (Queens),11373,40.74751,-73.871782
BA-1373427-2022,1470612-DCA,1464 UNIONPORT ROAD BRONX NY 10462 (Bronx),10462,40.83544,-73.855253
BA-1101269-2022,1470629-DCA,6616 MYRTLE AVE GLENDALE NY 11385 (Queens),11385,40.70138,-73.887603
BA-1538244-2022,1470633-DCA,3614 CHURCH AVENUE BROOKLYN NY 11203 (Brooklyn),11203,40.6511,-73.943554
BA-1555933-2022,1470637-DCA,1431 YORK AVENUE NEW YORK NY 10021 (Manhattan),10021,40.76935,-73.951937
BA-1072789-2022,1470644-DCA,711 8TH AVE NEW YORK NY 10036 (Manhattan),10036,40.75895,-73.988557
BA-1205342-2022,1470662-DCA,157 EAST 86 STREET APT 500 NEW YORK NY 10028 (Manhattan),10028,40.77929,-73.955057
BA-1548933-2022,1470664-DCA,9 WEST   47 STREET NEW YORK NY 10036 (Manhattan),10036,40.75695,-73.979231
BA-1103165-2022,1470672-DCA,128 AUDUBON AVE NEW YORK NY 10032 (Manhattan),10032,40.84265,-73.936795
BA-1301474-2022,1470690-DCA,6011 NORTHERN BLVD WOODSIDE NY 11377 (Queens),11377,40.75383,-73.901923
BA-1281793-2022,1470695-DCA,1826 GRAVESEND NECK RD BROOKLYN NY 11229 (Brooklyn),11229,40.59588,-73.952606
BA-1505651-2022,1470715-DCA,2 2ND ST BROOKLYN NY 11231 (Brooklyn),11231,40.67933,-73.995068
BA-1398882-2022,1470729-DCA,3701 PROVOST AVENUE BRONX NY 10466 (Bronx),10466,40.888,-73.828462
BA-1175933-2022,1470731-DCA,4301 21ST ST APT 330A LONG IS CITY NY 11101 (Queens),11101,40.75056,-73.945718
BA-1550755-2022,1470758-DCA,4 MCDERMOTT AVE STATEN ISLAND NY 10305 (Staten Island),10305,40.59057,-74.084746
BA-1454015-2022,1470761-DCA,470 COURT ST BROOKLYN NY 11231 (Brooklyn),11231,40.67799,-73.998017
BA-1169963-2022,1470768-DCA,1678 NOSTRAND AVENUE BROOKLYN NY 11226 (Brooklyn),11226,40.64502,-73.948964
BA-1556795-2022,1470777-DCA,1081 FLUSHING AVE BROOKLYN NY 11237 (Brooklyn),11237,40.70466,-73.928901
BA-1110943-2022,1470793-DCA,301 EAST   63 STREET NEW YORK NY 10065 (Manhattan),10065,40.76306,-73.962367
BA-1545518-2022,1470828-DCA,7920 JAMAICA AVE WOODHAVEN NY 11421 (Queens),11421,40.692,-73.863029
BA-1328061-2022,1470859-DCA,355 S END AVE APT 30C NEW YORK NY 10280 (Manhattan),10280,40.71106,-74.015997
BA-1114488-2022,1470877-DCA,189 WEIRFIELD STREET BROOKLYN NY 11221 (Brooklyn),11221,40.69094,-73.911282
BA-1550765-2022,1470882-DCA,41 HAMILTON AVE STATEN ISLAND NY 10301 (Staten Island),10301,40.64505,-74.079111
BA-1702474-2024,1470901-DCA,1140 AVENUE OF THE AMERICAS APT 9 NEW YORK NY 10036 (Manhattan),10036,40.75623,-73.98309
BA-1121487-2022,1470929-DCA,4315 WEBSTER AVENUE BRONX NY 10470 (Bronx),10470,40.89961,-73.861997
BA-1112939-2022,1471005-DCA,2365 94 STREET EAST ELMHURST NY 11369 (Queens),11369,40.76677,-73.875749
BA-1576458-2023,1471054-DCA,58 HILLIS ST STATEN ISLAND NY 10312 (Staten Island),10312,40.53746,-74.176707
BA-1103872-2022,1471110-DCA,3702 30TH AVE ASTORIA NY 11103 (Queens),11103,40.76457,-73.916462
BA-1214364-2022,1471129-DCA,2621 PALISADE AVE APT 15B BRONX NY 10463 (Bronx),10463,40.88199,-73.921164
BA-1442973-2022,1471145-DCA,463 JEROME ST BROOKLYN NY 11207 (Brooklyn),11207,40.67015,-73.885925
BA-1121527-2022,1471148-DCA,1514 E 22ND ST BROOKLYN NY 11210 (Brooklyn),11210,40.61476,-73.95233
BA-1565311-2022,1471179-DCA,3512 WHITE PLAINS RD BRONX NY 10467 (Bronx),10467,40.87777,-73.866251
BA-1227148-2022,1471211-DCA,10820 LIBERTY AVENUE S RICHMOND HL NY 11419 (Queens),11419,40.68385,-73.833379
BA-1213219-2022,1471225-DCA,2847 44TH ST ASTORIA NY 11103 (Queens),11103,40.76286,-73.9114
BA-1544434-2022,1471226-DCA,9013 ROOSEVELT AVE JACKSON HTS NY 11372 (Queens),11372,40.74846,-73.876097
BA-1431591-2022,1471429-DCA,1578 HOLLYWOOD AVE BRONX NY 10461 (Bronx),10461,40.84369,-73.828967
BA-1556299-2022,1471455-DCA,3817 111 STREET CORONA NY 11368 (Queens),11368,40.75299,-73.856544
BA-1505651-2022,1471538-DCA,2 2ND ST BROOKLYN NY 11231 (Brooklyn),11231,40.67933,-73.995068
BA-1510605-2022,1471554-DCA,4055 CARPENTER AVE APT 2A BRONX NY 10466 (Bronx),10466,40.89099,-73.862098
BA-1389562-2022,1471588-DCA,11102 NORTHERN BLVD CORONA NY 11368 (Queens),11368,40.75792,-73.858428
BA-1111307-2022,1471634-DCA,334 9 AVENUE NEW YORK NY 10001 (Manhattan),10001,40.75039,-73.998477
BA-1231470-2022,1471660-DCA,5981 MAURICE AVENUE MASPETH NY 11378 (Queens),11378,40.7282,-73.906146
BA-1288448-2022,1471677-DCA,90 KINGHORN ST STATEN ISLAND NY 10312 (Staten Island),10312,40.53181,-74.161037
BA-1559497-2022,1471725-DCA,151 VICTORY BLVD STATEN ISLAND NY 10301 (Staten Island),10301,40.63697,-74.08118
BA-1316959-2022,1471726-DCA,1650 RICHMOND AVENUE STATEN ISLAND NY 10314 (Staten Island),10314,40.60809,-74.162261
BA-1081322-2022,1471731-DCA,23601 BRADDOCK AVE BELLEROSE NY 11426 (Queens),11426,40.72739,-73.731385
BA-1428161-2022,1471736-DCA,110 LAFAYETTE STREET NEW YORK NY 10013 (Manhattan),10013,40.71813,-74.000822
BA-1193737-2022,1471753-DCA,1285 52ND ST APT B BROOKLYN NY 11219 (Brooklyn),11219,40.63357,-73.994214
BA-1250585-2022,1471754-DCA,1285 52ND ST APT B BROOKLYN NY 11219 (Brooklyn),11219,40.63357,-73.994214
BA-1529276-2022,1471778-DCA,180 PARKSIDE AVENUE BROOKLYN NY 11226 (Brooklyn),11226,40.65493,-73.961715
BA-1444496-2022,1471782-DCA,1810 SHORE PKWY BROOKLYN NY 11214 (Brooklyn),11214,40.59185,-73.994999
BA-1380106-2022,1471892-DCA,15605 ROCKAWAY BLVD JAMAICA NY 11434 (Queens),11434,40.66669,-73.779864
BA-1219313-2022,1471926-DCA,285 N 6TH ST BROOKLYN NY 11211 (Brooklyn),11211,40.71437,-73.953633
BA-1242471-2022,1471928-DCA,281 N 6TH ST BROOKLYN NY 11211 (Brooklyn),11211,40.71445,-73.953752
BA-1327355-2022,1471962-DCA,25420A HILLSIDE AVENUE FLORAL PARK NY 11004 (Queens),11004,40.73624,-73.713329
BA-1511901-2022,1471998-DCA,537A CONDUIT BOULEVARD BROOKLYN NY 11208 (Queens),11208,40.67736,-73.869429
BA-1195715-2022,1472010-DCA,2275 WASHINGTON AVENUE BRONX NY 10457 (Bronx),10457,40.85493,-73.89342
BA-1214940-2022,1472024-DCA,2040 E 22ND ST BROOKLYN NY 11229 (Brooklyn),11229,40.6013,-73.949782
BA-1567137-2022,1472032-DCA,9316 CORONA AVE ELMHURST NY 11373 (Queens),11373,40.74238,-73.87085
BA-1194852-2022,1472063-DCA,4172 BEDFORD AVE BROOKLYN NY 11229 (Brooklyn),11229,40.60043,-73.94674
BA-1125865-2022,1472076-DCA,815 WEST  181 STREET NEW YORK NY 10033 (Manhattan),10033,40.8511,-73.938941
BA-1521641-2022,1472110-DCA,3278 STEINWAY ST ASTORIA NY 11103 (Queens),11103,40.7572,-73.920453
BA-1554868-2022,1472155-DCA,172 BUSHWICK AVE BROOKLYN NY 11206 (Brooklyn),11206,40.70972,-73.940189
BA-1516606-2022,1472303-DCA,283 RARITAN AVE STATEN ISLAND NY 10305 (Staten Island),10305,40.5903,-74.090686
BA-1338232-2022,1472362-DCA,5206 108TH ST CORONA NY 11368 (Queens),11368,40.7432,-73.854898
BA-1219683-2022,1472417-DCA,281 BEACH 116TH ST ROCKAWAY PARK NY 11694 (Queens),11694,40.58074,-73.837751
BA-1106723-2022,1472422-DCA,300 8TH AVE NEW YORK NY 10001 (Manhattan),10001,40.74671,-73.997448
BA-1116029-2022,1472466-DCA,16122 UNION TPKE FRESH MEADOWS NY 11366 (Queens),11366,40.72103,-73.805735
BA-1425380-2022,1472537-DCA,654 SACKETT ST BROOKLYN NY 11217 (Brooklyn),11217,40.67833,-73.983365
BA-1231206-2022,1472563-DCA,1831 42ND ST ASTORIA NY 11105 (Queens),11105,40.77846,-73.896496
BA-1315624-2022,1472621-DCA,774 ADEE AVE BRONX NY 10467 (Bronx),10467,40.86965,-73.864185
BA-1257168-2022,1472630-DCA,2249 HUGHES AVENUE APT 1 BRONX NY 10457 (Bronx),10457,40.85173,-73.888599
BA-1212220-2022,1472637-DCA,200 W 54TH ST APT 9L NEW YORK NY 10019 (Manhattan),10019,40.76365,-73.981597
BA-1206191-2022,1472679-DCA,9718 ROOSEVELT AVE CORONA NY 11368 (Queens),11368,40.74929,-73.868195
BA-1516332-2022,1472691-DCA,108 PROSPECT PARK WEST BROOKLYN NY 11215 (Brooklyn),11215,40.66633,-73.97542
BA-1415749-2022,1472747-DCA,13517 87TH AVE RICHMOND HILL NY 11418 (Queens),11418,40.70512,-73.819869
BA-1245790-2022,1472786-DCA,776 CONEY ISLAND AVE BROOKLYN NY 11218 (Brooklyn),11218,40.63848,-73.968577
BA-1118016-2022,1472805-DCA,1445 30TH RD ASTORIA NY 11102 (Queens),11102,40.7699,-73.930232
BA-1128197-2022,1472807-DCA,1751 56TH ST BROOKLYN NY 11204 (Brooklyn),11204,40.62498,-73.98603
BA-1212519-2022,1472836-DCA,2901 MERMAID AVE BROOKLYN NY 11224 (Brooklyn),11224,40.57544,-73.995544
BA-1551871-2022,1472840-DCA,335 E FORDHAM RD BRONX NY 10458 (Bronx),10458,40.8619,-73.893336
BA-1450280-2022,1472921-DCA,381 E 52ND ST BROOKLYN NY 11203 (Brooklyn),11203,40.65137,-73.928378
BA-1298029-2022,1473034-DCA,23 WEST   47 STREET NEW YORK NY 10036 (Manhattan),10036,40.75708,-73.979552
BA-1106712-2022,1473061-DCA,1617 SAINT NICHOLAS AVE NEW YORK NY 10040 (Manhattan),10040,40.85541,-73.929286
BA-1422645-2022,1473139-DCA,9805 JAMAICA AVENUE WOODHAVEN NY 11421 (Queens),11421,40.69484,-73.847466
BA-1309256-2022,1473190-DCA,970 BLOOMINGDALE RD STATEN ISLAND NY 10309 (Staten Island),10309,40.54949,-74.220995
BA-1440940-2022,1473212-DCA,17151 COURTNEY AVENUE FLUSHING NY 11358 (Queens),11358,40.75123,-73.793415
BA-1115457-2022,1473229-DCA,2657 BROADWAY NEW YORK NY 10025 (Manhattan),10025,40.79775,-73.969531
BA-1408376-2022,1473337-DCA,2092 CONEY ISLAND AVE APT 3 BROOKLYN NY 11223 (Brooklyn),11223,40.60625,-73.961811
BA-1391191-2022,1473360-DCA,1339 FULTON ST BROOKLYN NY 11216 (Brooklyn),11216,40.68031,-73.948003
BA-1521004-2022,1473365-DCA,120 CO OP CITY BOULEVARD BRONX NY 10475 (Bronx),10475,40.87157,-73.824802
BA-1210790-2022,1473367-DCA,31 BRIGHTON 8TH PL BROOKLYN NY 11235 (Brooklyn),11235,40.58085,-73.960385
BA-1410188-2022,1473392-DCA,501 GRANDVIEW AVE RIDGEWOOD NY 11385 (Queens),11385,40.70968,-73.907622
BA-1071096-2022,1473394-DCA,11647 SUTPHIN BOULEVARD JAMAICA NY 11434 (Queens),11434,40.68129,-73.792319
BA-1087080-2022,1473395-DCA,33 W 47TH ST APT 1 NEW YORK NY 10036 (Manhattan),10036,40.75718,-73.979783
BA-1107476-2022,1473424-DCA,35 OAK LN STATEN ISLAND NY 10312 (Staten Island),10312,40.55996,-74.180625
BA-1334810-2022,1473428-DCA,137 DREISER LOOP BRONX NY 10475 (Bronx),10475,40.87587,-73.829043
BA-1269461-2022,1473433-DCA,200 LEXINGTON AVE APT 509 NEW YORK NY 10016 (Manhattan),10016,40.74526,-73.98057
BA-1573296-2023,1473496-DCA,519 8TH AVE APT 16TH NEW YORK NY 10018 (Manhattan),10018,40.75338,-73.992604
BA-1305488-2022,1473528-DCA,6143 186TH ST FRESH MEADOWS NY 11365 (Queens),11365,40.73987,-73.788239
BA-1377269-2022,1473532-DCA,850 3 AVENUE BROOKLYN NY 11232 (Brooklyn),11232,40.65852,-74.003327
BA-1406850-2022,1473533-DCA,7143 KISSENA BLVD FLUSHING NY 11367 (Queens),11367,40.72865,-73.815155
BA-1433306-2022,1473544-DCA,210 BALCOM AVE BRONX NY 10465 (Bronx),10465,40.81448,-73.821871
BA-1578351-2023,1473585-DCA,10148 118TH ST SOUTH RICHMOND HILL NY 11419 (Queens),11419,40.68935,-73.826687
BA-1423425-2022,1473591-DCA,7402 5TH AVE BROOKLYN NY 11209 (Brooklyn),11209,40.63019,-74.022362
BA-1277859-2022,1473647-DCA,643 COURTLANDT AVE APT 1 BRONX NY 10451 (Bronx),10451,40.81886,-73.918508
BA-1277859-2022,1473648-DCA,643 COURTLANDT AVE APT 1 BRONX NY 10451 (Bronx),10451,40.81886,-73.918508
BA-1277859-2022,1473649-DCA,643 COURTLANDT AVE APT 1 BRONX NY 10451 (Bronx),10451,40.81886,-73.918508
BA-1104444-2022,1473673-DCA,1339 JEROME AVE BRONX NY 10452 (Bronx),10452,40.8389,-73.918664
BA-1100674-2022,1473704-DCA,16017 HILLSIDE AVE JAMAICA NY 11432 (Queens),11432,40.70805,-73.801653
BA-1568992-2023,1473723-DCA,1322 COMMERCE AVE BRONX NY 10461 (Bronx),10461,40.83604,-73.84016
BA-1243896-2022,1473724-DCA,17108 84TH RD JAMAICA NY 11432 (Queens),11432,40.71613,-73.793603
BA-1332875-2022,1473729-DCA,16629 JAMAICA AVENUE JAMAICA NY 11432 (Queens),11432,40.70592,-73.793725
BA-1210898-2022,1473739-DCA,1426 ROCKAWAY PARKWAY BROOKLYN NY 11236 (Brooklyn),11236,40.64534,-73.902554
BA-1210898-2022,1473743-DCA,1426 ROCKAWAY PARKWAY BROOKLYN NY 11236 (Brooklyn),11236,40.64534,-73.902554
BA-1123356-2022,1473819-DCA,506 WEST  181 STREET NEW YORK NY 10033 (Manhattan),10033,40.84829,-73.93131
BA-1110639-2022,1473887-DCA,214B EAST 165 STREET BRONX NY 10456 (Bronx),10456,40.83013,-73.918454
BA-1110639-2022,1473893-DCA,214B EAST 165 STREET BRONX NY 10456 (Bronx),10456,40.83013,-73.918454
BA-1110639-2022,1473908-DCA,214B EAST 165 STREET BRONX NY 10456 (Bronx),10456,40.83013,-73.918454
BA-1102806-2022,1473948-DCA,356 W 145TH ST NEW YORK NY 10039 (Manhattan),10039,40.82382,-73.944289
BA-1220252-2022,1473956-DCA,6518 183RD ST FRESH MEADOWS NY 11365 (Queens),11365,40.73683,-73.789815
BA-1087819-2022,1473960-DCA,373 WEST   34 STREET NEW YORK NY 10001 (Manhattan),10001,40.75299,-73.995348
BA-1210151-2022,1473980-DCA,2169 A C P JR BLVD NEW YORK NY 10027 (Manhattan),10027,40.8112,-73.946691
BA-1092473-2022,1474006-DCA,4531 BELL BLVD BAYSIDE NY 11361 (Queens),11361,40.75936,-73.768811
BA-1092473-2022,1474007-DCA,4531 BELL BLVD BAYSIDE NY 11361 (Queens),11361,40.75936,-73.768811
BA-1280388-2022,1474028-DCA,267 6TH ST BROOKLYN NY 11215 (Brooklyn),11215,40.67191,-73.986683
BA-1098153-2022,1474034-DCA,21902 HORACE HARDING EXPY BAYSIDE NY 11364 (Queens),11364,40.74835,-73.758705
BA-1282129-2022,1474058-DCA,1450 NOSTRAND AVE BROOKLYN NY 11226 (Brooklyn),11226,40.65099,-73.949601
BA-1452533-2022,1474059-DCA,965 EAST 57 STREET APT 2ND BROOKLYN NY 11234 (Brooklyn),11234,40.62934,-73.921185
BA-1412940-2022,1474069-DCA,27B MOULTRIE ST BROOKLYN NY 11222 (Brooklyn),11222,40.72794,-73.946227
BA-1121835-2022,1474107-DCA,140 E 56TH ST APT 1D NEW YORK NY 10022 (Manhattan),10022,40.76013,-73.969357
BA-1555933-2022,1474114-DCA,1431 YORK AVENUE NEW YORK NY 10021 (Manhattan),10021,40.76935,-73.951937
BA-1570842-2023,1474117-DCA,318 RALPH AVE BROOKLYN NY 11233 (Brooklyn),11233,40.70627,-74.012909
BA-1266207-2022,1474122-DCA,1996 W 6TH ST BROOKLYN NY 11223 (Brooklyn),11223,40.59915,-73.978019
BA-1429541-2022,1474151-DCA,900 AVENUE H APT 6C BROOKLYN NY 11230 (Brooklyn),11230,40.62934,-73.967861
BA-1230294-2022,1474207-DCA,4229A WEST 179 STREET NEW YORK NY 10033 (Manhattan),10033,40.84922,-73.936771
BA-1127524-2022,1474218-DCA,1802 HYLAN BLVD STATEN ISLAND NY 10305 (Staten Island),10305,40.58508,-74.093592
BA-1670603-2023,1474261-DCA,1675 YORK AVE APT 11K NEW YORK NY 10128 (Manhattan),10128,40.77739,-73.946071
BA-1311057-2022,1474288-DCA,9145 84TH ST WOODHAVEN NY 11421 (Queens),11421,40.68655,-73.857772
BA-1123670-2022,1474295-DCA,550 WEST   45 STREET NEW YORK NY 10036 (Manhattan),10036,40.76229,-73.995845
BA-1531529-2022,1474376-DCA,12369 135TH ST S OZONE PARK NY 11420 (Queens),11420,40.6742,-73.803586
BA-1105007-2022,1474380-DCA,2101 TOMLINSON AVE BRONX NY 10461 (Bronx),10461,40.85531,-73.856385
BA-1426959-2022,1474395-DCA,41 FOOTE AVE STATEN ISLAND NY 10301 (Staten Island),10301,40.61388,-74.099122
BA-1571581-2023,1474462-DCA,9527 86 STREET APT 1ST JAMAICA NY 11416 (Queens),11416,40.68475,-73.85496
BA-1265188-2022,1474463-DCA,6128 FRESH MEADOW LN FLUSHING NY 11365 (Queens),11365,40.73759,-73.795839
BA-1248941-2022,1474478-DCA,19401A LINDEN BOULEVARD JAMAICA NY 11412 (Queens),11412,40.69298,-73.7576
BA-1107347-2022,1474500-DCA,9022 SUTPHIN BOULEVARD JAMAICA NY 11435 (Queens),11435,40.70239,-73.808191
BA-1567308-2023,1474555-DCA,30 W 18TH ST APT M5 NEW YORK NY 10011 (Manhattan),10011,40.73898,-73.992942
BA-1560329-2022,1474568-DCA,6002 PUTNAM AVENUE RIDGEWOOD NY 11385 (Queens),11385,40.70556,-73.900645
BA-1552347-2022,1474571-DCA,10221 JAMAICA AVENUE RICHMOND HILL NY 11418 (Queens),11418,40.69518,-73.844555
BA-1529276-2022,1474597-DCA,180 PARKSIDE AVENUE BROOKLYN NY 11226 (Brooklyn),11226,40.65493,-73.961715
BA-1219893-2022,1474625-DCA,3121 MICKLE AVE BRONX NY 10469 (Bronx),10469,40.87199,-73.842666
BA-1330710-2022,1474651-DCA,13312 135 AVENUE APT 1 S OZONE PARK NY 11420 (Queens),11420,40.66763,-73.805998
BA-1385055-2022,1474657-DCA,5100 KINGS PLZ APT 2 BROOKLYN NY 11234 (Brooklyn),11234,40.61006,-73.922094
BA-1459913-2022,1474678-DCA,6523 20TH AVE BROOKLYN NY 11204 (Brooklyn),11204,40.61633,-73.986043
BA-1275553-2022,1474698-DCA,5215 13 AVENUE BROOKLYN NY 11219 (Brooklyn),11219,40.6332,-73.994001
BA-1275553-2022,1474699-DCA,5215 13 AVENUE BROOKLYN NY 11219 (Brooklyn),11219,40.6332,-73.994001
BA-1128839-2022,1474700-DCA,684 E 137TH ST BRONX NY 10454 (Bronx),10454,40.80456,-73.914284
BA-1215302-2022,1474713-DCA,7610 ROOSEVELT AVE JACKSON HTS NY 11372 (Queens),11372,40.74705,-73.889373
BA-1215302-2022,1474715-DCA,7610 ROOSEVELT AVE JACKSON HTS NY 11372 (Queens),11372,40.74705,-73.889373
BA-1334471-2022,1474717-DCA,101 BEDFORD AVENUE BROOKLYN NY 11211 (Brooklyn),11211,40.7203,-73.955068
BA-1112777-2022,1474754-DCA,13811 BEACH CHANNEL DR APT A6 ROCKAWAY PARK NY 11694 (Queens),11694,40.57829,-73.858424
BA-1504982-2022,1474764-DCA,1207 HYLAN BLVD STATEN ISLAND NY 10305 (Staten Island),10305,40.59813,-74.083049
BA-1328625-2022,1474765-DCA,2200 MCDONALD AVE BROOKLYN NY 11223 (Brooklyn),11223,40.59872,-73.973003
BA-1250652-2022,1474816-DCA,97 STANTON ST NEW YORK NY 10002 (Manhattan),10002,40.72134,-73.988153
BA-1328007-2022,1474843-DCA,181 HUDSON STREET NEW YORK NY 10013 (Manhattan),10013,40.72273,-74.008106
BA-1211189-2022,1474858-DCA,521 MYRTLE AVE BROOKLYN NY 11205 (Brooklyn),11205,40.69366,-73.963824
BA-1258236-2022,1474942-DCA,138 NEW DORP LN STATEN ISLAND NY 10306 (Staten Island),10306,40.57376,-74.115959
BA-1333450-2022,1474944-DCA,5206 108TH ST CORONA NY 11368 (Queens),11368,40.7432,-73.854898
BA-1333450-2022,1474945-DCA,5206 108TH ST CORONA NY 11368 (Queens),11368,40.7432,-73.854898
BA-1320578-2022,1474958-DCA,1223 CHURCH AVENUE BROOKLYN NY 11218 (Brooklyn),11218,40.64745,-73.968162
BA-1437213-2022,1474973-DCA,294 20 STREET BROOKLYN NY 11215 (Brooklyn),11215,40.66083,-73.991076
BA-1271429-2022,1475022-DCA,3702 MAIN STREET FLUSHING NY 11354 (Queens),11354,40.76142,-73.83107
BA-1485297-2022,1475028-DCA,2119 40 AVENUE LONG IS CITY NY 11101 (Queens),11101,40.7551,-73.940957
BA-1579332-2023,1475031-DCA,46 ASTER CT BROOKLYN NY 11229 (Brooklyn),11229,40.5936,-73.926765
BA-1469730-2022,1475091-DCA,16920 HILLSIDE AVE JAMAICA NY 11432 (Queens),11432,40.71081,-73.792739
